Publisher Name,Publisher Registry Id,Core Average (with valid data),Financials Average (with valid data),Value Added Average (with valid data),Weighted Average (with valid data),Core Average (with any data),Financials Average (with any data),Value Added Average (with any data),Weighted Average (with any data)
Accountable Now,accountablenow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aceli Africa, Inc.",aceliafrica,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Acid Survivors Foundation,_admin,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
ACODEV,acodev,100.0,50.0,55.55555555555556,76.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Across,across,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACT Alliance,act_alliance,100.0,50.0,0.0,62.5,100.0,50.0,0.0,62.5
act4africa,act4africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTED,acted,90.0,25.0,27.77777777777778,58.19444444444444,92.5,25.0,27.77777777777778,59.44444444444444
ACTION AGAINST HUNGER SPAIN,acfspain,99.0,87.5,15.555555555555555,75.26388888888889,100.0,87.5,15.555555555555555,75.76388888888889
Action Against Hunger UK,acf,97.80487804878048,52.99242424242424,22.327612165010535,67.73244812624894,100.0,52.99242424242424,22.327612165010535,68.83000910185869
Action Against Hunger USA,aahusa,90.0,25.0,11.11111111111111,54.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Action Aid Cambodia,aac,100.0,75.0,11.11111111111111,71.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Action Canada for Sexual Health and Rights,acfshr,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Action Contre la Faim,acf-fr,100.0,42.5,11.11111111111111,63.40277777777778,100.0,42.5,11.11111111111111,63.40277777777778
ActionAid Bangladesh,aab,100.0,67.85714285714286,22.22222222222222,72.51984126984128,100.0,67.85714285714286,33.333333333333336,75.29761904761905
ActionAid Denmark (Mellemfolkeligt Samvirke),aadk,100.0,68.33333333333334,32.40740740740741,75.18518518518519,100.0,68.33333333333334,32.40740740740741,75.18518518518519
ActionAid Ghana,aag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ActionAid International,aai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTIONAID INTERNATIONAL KENYA,aaik,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
ActionAid International Nepal,aain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ActionAid Rwanda,aar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ActionAid UK,aauk,99.51219512195122,74.98352010547133,26.877661633759196,75.22139299578325,100.0,74.98352010547133,32.568718544328306,76.8880596624499
Acumen,acumen,96.25,37.5,11.11111111111111,60.27777777777778,100.0,37.5,11.11111111111111,62.15277777777778
ACV-CSC International,iiwe,100.0,100.0,38.888888888888886,84.72222222222223,100.0,100.0,38.888888888888886,84.72222222222223
Adam Smith International,asi,100.0,51.315789473684205,35.032679738562095,71.58711730306158,100.0,51.315789473684205,35.032679738562095,71.58711730306158
Adaptation Fund,af,90.0,50.0,19.6969696969697,62.42424242424242,100.0,50.0,37.87878787878788,71.96969696969697
ADD International (Action on Disability and Development),addinternational,92.14285714285714,32.69230769230769,36.77248677248677,63.437627187627186,95.0,32.69230769230769,37.56613756613756,65.06461131461131
Adili Solar Hubs Limited,adili_sh,100.0,37.5,22.22222222222222,64.93055555555556,100.0,37.5,22.22222222222222,64.93055555555556
Administração de Infra-Estruturas de Águas e Saneamento,aias,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
ADRA Denmark,adra-dk,92.35294117647058,27.94117647058824,30.021786492374726,60.66721132897603,100.0,27.94117647058824,30.021786492374726,64.49074074074073
ADRA-UK,adrauk,95.0,75.0,22.22222222222222,71.80555555555556,95.0,75.0,22.22222222222222,71.80555555555556
ADS-Nyanza,ads-nyanza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advance Consulting,ac1999,100.0,62.5,59.25925925925925,80.43981481481481,100.0,62.5,59.25925925925925,80.43981481481481
Adventist Development and Relief Agency (ADRA Somalia),adrasom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Adventist Development and Relief Agency, Nepal",adra_nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AECOM,aecom,100.0,25.568181818181817,19.444444444444443,61.25315656565657,100.0,25.568181818181817,19.444444444444443,61.25315656565657
Aeras,aeras,90.0,75.0,11.11111111111111,66.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
AFELT,afelt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFEW International,afewinternational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanaid,afghanaid,90.0,16.666666666666664,22.22222222222222,54.72222222222222,100.0,33.33333333333333,22.22222222222222,63.888888888888886
Afghanistan and Central Asian Association,acaa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan Public Policy Research Organization (APPRO),appro-af,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa Climate Ventures,acv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa Educational Trust,aet,90.0,12.5,22.22222222222222,53.68055555555556,100.0,37.5,27.77777777777778,66.31944444444444
Africa Philanthropy Network,apn,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Africalia,africalia,100.0,100.0,47.22222222222222,86.80555555555556,100.0,100.0,47.22222222222222,86.80555555555556
African Academy of Sciences,aas,80.0,25.0,33.333333333333336,54.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
African Center for Economic Transformation (ACET),acet,95.92592592592592,52.12962962962963,22.792742237186683,66.69355592966704,100.0,52.12962962962963,22.792742237186683,68.73059296670408
African Centre for Global Health and Social Transformation,achest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African Centre for Trade and Development,actade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African Development Bank,afdb,99.78062157221207,95.96256684491979,93.92979269281975,97.36340067054093,99.78062157221207,95.96256684491979,93.92979269281975,97.36340067054093
African Disability Forum (ADF),et-adf-0317,100.0,78.57142857142857,46.82539682539683,81.34920634920634,100.0,78.57142857142857,46.82539682539683,81.34920634920634
African Initiatives,ai_1064413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African Institute For Development Policy,afidep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African Parks Network,african_parks,100.0,25.0,29.365079365079364,63.59126984126984,100.0,25.0,29.365079365079364,63.59126984126984
African Population and Health Research Center,aphrc,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
African Revival,africanrevival,100.0,75.0,11.11111111111111,71.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
African Security Sector Network,assn,100.0,100.0,11.11111111111111,77.77777777777777,100.0,100.0,11.11111111111111,77.77777777777777
African Tax Administration Forum,ataf,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
African Women's Development and Communication Network,femnet,100.0,98.75,28.14814814814815,81.72453703703704,100.0,98.75,28.14814814814815,81.72453703703704
African Women's Development Fund,awdf,97.0,75.0,25.555555555555557,73.63888888888889,100.0,75.0,25.555555555555557,75.13888888888889
Afrikagrupperna Sweden,afrikagrupperna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AfriKids,afrikids,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Aga Khan Foundation (United Kingdom),akfuk73,95.0,37.5,11.11111111111111,59.65277777777778,100.0,50.0,11.11111111111111,65.27777777777777
Aga Khan Foundation Afghanistan,akf_afghanistan,90.0,25.0,11.11111111111111,54.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
AgDevCo,agdevco,100.0,47.16981132075472,8.80503144654088,63.9937106918239,100.0,47.16981132075472,8.80503144654088,63.9937106918239
Agence Française de Développement,afd,100.0,97.01252817077751,62.217623728229,89.80753797475163,100.0,97.01252817077751,62.217623728229,89.80753797475163
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agency for Cooperation and Research in Development (ACORD),acord,100.0,25.0,55.55555555555556,70.13888888888889,100.0,25.0,55.55555555555556,70.13888888888889
AgResults Initiative,agresults,90.0,25.0,16.666666666666668,55.416666666666664,100.0,25.0,16.666666666666668,60.416666666666664
Agroicone,agroicone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agsol Limited,agsollimited,96.66666666666666,33.33333333333333,22.22222222222222,62.222222222222214,100.0,33.33333333333333,22.22222222222222,63.888888888888886
Agulhas Applied Knowledge,aak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agência de Desenvolvimento do Vale do Zambeze,agencia_do_zambeze,90.0,75.0,44.44444444444444,74.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
AICS - Agenzia Italiana per la Cooperazione allo Sviluppo / Italian Agency for Cooperation and Development,aics,100.0,74.60195516533544,46.98675980089954,80.39717874155875,100.0,74.60195516533544,46.98675980089954,80.39717874155875
AidData,aiddata,95.80152671755725,40.624417766815,25.643908801458007,64.46784500084688,97.00622233626275,40.624417766815,28.68665261654129,65.83087876397045
AIDS and Rights Alliance for Southern Africa,arasaregional,92.5,43.75,30.555555555555557,64.82638888888889,100.0,43.75,30.555555555555557,68.57638888888889
Aidsfonds - Soa Aids Nederland,nl-kvk-41207989,90.95238095238095,96.42857142857143,41.7989417989418,80.03306878306879,100.0,96.42857142857143,41.7989417989418,84.5568783068783
AIDSPAN,aidspan,93.33333333333333,16.666666666666664,22.22222222222222,56.388888888888886,100.0,16.666666666666664,22.22222222222222,59.72222222222222
Air Charter Service Group Ltd,acs_group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,90.0,25.0,22.22222222222222,56.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Akili Dada,ad,100.0,50.0,43.20987654320988,73.30246913580247,100.0,50.0,43.20987654320988,73.30246913580247
Akina Mama wa Afrika,amwa,100.0,97.5,66.19047619047619,90.92261904761905,100.0,97.5,66.19047619047619,90.92261904761905
Aktis Strategy Ltd,aktis,97.5,43.75,18.51851851851852,64.31712962962963,97.5,43.75,18.51851851851852,64.31712962962963
Akvo Foundation,akvo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Majmoua,al_majmoua,95.0,50.0,27.77777777777778,66.94444444444444,100.0,50.0,27.77777777777778,69.44444444444444
Alcis Holdings Limited,alcis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfalit,alfalit,40.0,0.0,11.11111111111111,22.77777777777778,60.0,0.0,22.22222222222222,35.55555555555556
Alinea International Ltd.,alineainternational_2020,95.0,75.0,33.333333333333336,74.58333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Alinea International Ltd. UK,alinea_uk,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
All We Can (formerly Methodist Relief and Development Fund),allwecan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allergy and Asthma Institute Pakistan,aaip,90.0,25.0,22.22222222222222,56.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
Alliance for a Green Revolution for Africa,agra,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
"Alliance for Global Water Adaptation, Inc",agwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Altai Consulting,altai,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
American Friends Service Committee,afsc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amnesty International The Netherlands,amnesty,91.0,75.0,16.11111111111111,68.27777777777777,100.0,75.0,16.11111111111111,72.77777777777777
Amnesty International UK Section Charitable Trust,aiuk,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
AmplifyChange,amplifychange,99.79381443298969,49.91408934707904,41.62754303599374,72.78231531226305,99.79381443298969,49.91408934707904,41.62754303599374,72.78231531226305
Amref Flying Doctors,amrefnl,97.31707317073169,71.54471544715447,48.95083236546652,78.78242353852109,100.0,71.54471544715447,48.95083236546652,80.12388695315525
Amref Health Africa - UK,amrefha,97.5,43.75,50.0,72.1875,100.0,43.75,50.0,73.4375
Amref Health Africa Headquarters,amrefhq,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Amref Health Africa in Ethiopia,amrefeth,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Amref Health Africa in Kenya,amrefkenya,100.0,87.5,44.44444444444444,82.98611111111111,100.0,87.5,44.44444444444444,82.98611111111111
Amref health Africa in Senegal,awa_sn,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Amref Health Africa in Tanzania,amreftz,95.0,50.0,38.888888888888886,69.72222222222223,95.0,50.0,38.888888888888886,69.72222222222223
Amref Health Africa in Uganda,amrefug,100.0,50.0,55.55555555555556,76.38888888888889,100.0,50.0,55.55555555555556,76.38888888888889
Amref Health Africa Malawi,amrefmw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ananda Marga Universal Relief Team (AMURT) Africa,amurt_kenya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANDA,anda,40.0,0.0,11.11111111111111,22.77777777777778,60.0,0.0,22.22222222222222,35.55555555555556
Anti-Slavery International,asil,90.0,25.0,33.333333333333336,59.583333333333336,100.0,25.0,33.333333333333336,64.58333333333333
Apollo Agriculture,apolloagriculture,100.0,25.0,22.22222222222222,61.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
APOPO,apopo,100.0,100.0,45.55555555555556,86.38888888888889,100.0,100.0,45.55555555555556,86.38888888888889
APPRO-Europe,appro-eu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APT Action on Poverty,apt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aqua for All,aqua4all,100.0,70.0,74.81481481481482,86.20370370370371,100.0,75.0,74.81481481481482,87.45370370370371
Arab foundation for freedoms and equality,afemena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Reporters for Investigative Journalism,arij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arab Women Organization of Jordan,awo2022,100.0,100.0,22.22222222222222,80.55555555555556,100.0,100.0,22.22222222222222,80.55555555555556
ARK (Absolute Return for Kids),ark,100.0,25.0,44.44444444444444,67.36111111111111,100.0,25.0,44.44444444444444,67.36111111111111
ARK Group DMCC,arkgroupdmcc1,90.0,25.0,22.22222222222222,56.80555555555556,100.0,25.0,22.22222222222222,61.80555555555556
ARQ International,arq_intl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Article19,art19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashoka East Africa,ashoka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asia Justice and Rights,ajar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asian Coalition for Housing Rights,achr,90.0,25.0,0.0,51.25,100.0,25.0,0.0,56.25
Asian Development Bank,asdb,90.53587647593096,70.65136626277851,59.27202054827967,77.74878494073002,100.0,70.65136626277851,59.27202054827967,82.48084670276455
Asian-Pacific Resource and Research Centre for Women (ARROW),my-ssm,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,33.333333333333336,77.08333333333333
Asociación Profamilia,profamilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assistance Mission for Africa,ama-south-sudan,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
Association African Solidarité (AAS),240001090,90.0,50.0,33.333333333333336,65.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Association Béninoise pour la Promotion de la Famille,abpf,100.0,100.0,55.55555555555556,88.88888888888889,100.0,100.0,55.55555555555556,88.88888888888889
Association Béninoise pour le Marketing Social et la Communication pour la Santé (ABMS),abms,100.0,75.0,44.44444444444444,79.86111111111111,100.0,75.0,44.44444444444444,79.86111111111111
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association CHS Alliance,chs_alliance,92.5,50.0,31.944444444444443,66.73611111111111,100.0,50.0,31.944444444444443,70.48611111111111
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association de Soutien au Développement des Activités de Population,asdap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association des Editeurs du Magazine Jimbere,j2022,100.0,50.0,22.22222222222222,68.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
Association des Jeunes Burundais pour le Développement Inclusif (AJEBUDI-YAGA),ajebudi_2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,100.0,100.0,44.973544973544975,86.24338624338624,100.0,100.0,44.973544973544975,86.24338624338624
"Association for Prevention of Septic Abortion, Bangladesh (BAPSA)",bapsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association for Progressive Communication,apc,100.0,51.041666666666664,40.211640211640216,72.81332671957672,100.0,51.041666666666664,40.211640211640216,72.81332671957672
Association for Reproductive and Family Health,arfh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association for Women's Rights in Development (AWID),awid,96.66666666666666,83.33333333333333,37.03703703703703,78.42592592592591,100.0,83.33333333333333,37.03703703703703,80.09259259259258
Association of Commonwealth Universities,acu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Association pour la Promotion de l'Education et de la Formation à l'Etranger,apefe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atos IT Services Ltd,atosuk,93.33333333333333,50.0,25.925925925925924,65.64814814814815,93.33333333333333,50.0,25.925925925925924,65.64814814814815
Atradius Dutch State Business,adsb,100.0,43.103448275862064,27.441279360319843,67.63618190904548,100.0,43.103448275862064,27.441279360319843,67.63618190904548
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,100.0,72.91666666666666,42.59259259259259,78.87731481481481,100.0,72.91666666666666,42.59259259259259,78.87731481481481
Australia - Department of  Foreign Affairs and Trade,ausgov,99.8875140607424,89.51068616422947,39.54344416625341,82.20728961299193,100.0,89.51068616422947,39.54344416625341,82.26353258262071
Auto-Développement Afrique (ADA),ada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autre Terre asbl,a-t,100.0,100.0,41.26984126984127,85.31746031746032,100.0,100.0,41.26984126984127,85.31746031746032
AUXFIN Burundi,auxfinbi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUXFIN International B.V.,auxfinintl,100.0,100.0,44.44444444444444,86.11111111111111,100.0,100.0,44.44444444444444,86.11111111111111
Avanti Communications Plc,ava_admin,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
Avocats Sans Frontières,asf,100.0,100.0,49.99999999999999,87.5,100.0,100.0,51.23456790123456,87.80864197530865
AVSI FOUNDATION IN UGANDA,avsi_uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVSI South Sudan,avsi-ssd,100.0,75.0,77.77777777777777,88.19444444444444,100.0,75.0,77.77777777777777,88.19444444444444
AVT-L Association of Victims of Terrorism Lebanon,avt-l,90.0,25.0,11.11111111111111,54.02777777777778,90.0,25.0,11.11111111111111,54.02777777777778
Awake Travel,awaketravel,90.0,50.0,22.22222222222222,63.05555555555556,100.0,50.0,22.22222222222222,68.05555555555556
AWEPA,awepa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. P. Koirala Institute of Health Sciences,bpkihs_dharan,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Babawatoto Centre For Children and Youth,bawacecy-tz,100.0,75.0,22.22222222222222,74.30555555555556,100.0,75.0,22.22222222222222,74.30555555555556
Backward Society Education (BASE),base_22,92.5,25.0,2.7777777777777777,53.19444444444444,100.0,25.0,2.7777777777777777,56.94444444444444
Balloon Ventures Foundation,bvf,100.0,75.0,55.55555555555556,82.63888888888889,100.0,75.0,55.55555555555556,82.63888888888889
Bangladesh Business and Disability Network,bbdn,100.0,75.0,11.11111111111111,71.52777777777777,100.0,75.0,11.11111111111111,71.52777777777777
Bangladesh Nari Progati Sangha,bnps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh Primary Care Respiratory Society,bpcrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh Youth Leadership Center,bylc,93.33333333333333,0.0,11.11111111111111,49.44444444444444,100.0,0.0,11.11111111111111,52.77777777777778
Bani Abdurrahman Wahid Foundation (YBAW),ybawahid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,boadiita,100.0,50.0,32.77777777777778,70.69444444444444,100.0,50.0,32.77777777777778,70.69444444444444
Basel Institute on Governance,basel_institute,85.0,25.0,22.22222222222222,54.30555555555556,90.0,25.0,22.22222222222222,56.80555555555556
BasicNeeds,basicneeds,88.0,50.0,23.88888888888889,62.47222222222222,100.0,50.0,30.555555555555557,70.13888888888889
Basil Energetics Private Limited,bepl,90.0,50.0,11.11111111111111,60.27777777777778,100.0,50.0,11.11111111111111,65.27777777777777
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBC Media Action,bbcmediaaction,100.0,40.97222222222222,27.469135802469136,67.11033950617283,100.0,40.97222222222222,27.469135802469136,67.11033950617283
Bboxx,bboxx,90.0,50.0,0.0,57.5,100.0,50.0,0.0,62.5
BDO LLP,bdo,100.0,50.0,33.333333333333336,70.83333333333333,100.0,50.0,33.333333333333336,70.83333333333333
Bees Abroad UK,bauk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bees for Development Trust,beesfordevelopment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Behavioural Insights Team,bit,100.0,50.0,11.11111111111111,65.27777777777777,100.0,50.0,11.11111111111111,65.27777777777777
Belgian development agency (Enabel),enabel,98.31533477321814,17.386609071274297,60.5711543076554,68.64710823134149,99.13606911447084,17.386609071274297,60.5711543076554,69.05747540196785
Belgian Development Cooperation,be-dgd,100.0,89.52981731644152,58.650913663973284,87.04518274510369,100.0,89.52981731644152,58.7216850723243,87.06287559719145
Benelux Afro Center,bac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Berytech Foundation,berytech,90.0,62.5,22.22222222222222,66.18055555555556,95.0,62.5,22.22222222222222,68.68055555555556
Beweging voor Internationale Solidariteit - Mouvement pour la Solidarité Internationale,bismsi,100.0,100.0,33.333333333333336,83.33333333333333,100.0,100.0,33.333333333333336,83.33333333333333
BFA Global Kenya Ltd,bfa_global,100.0,25.0,11.11111111111111,59.02777777777778,100.0,25.0,11.11111111111111,59.02777777777778
Bibliothèques Sans Frontières,bsf1,100.0,75.0,33.333333333333336,77.08333333333333,100.0,75.0,44.44444444444444,79.86111111111111
Bioclimate Research and Development,bioclimate,90.0,74.99999999999999,7.4074074074074066,65.60185185185185,100.0,91.66666666666666,7.4074074074074066,74.7685185185185
Blue Veins,bveins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Ventures Conservation,blueventures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bond,bond,100.0,50.0,46.666666666666664,74.16666666666667,100.0,50.0,46.666666666666664,74.16666666666667
BoP Innovation Center,bopinc,100.0,87.5,50.0,84.375,100.0,87.5,50.0,84.375
BOS+ tropen,bos_plus_tropen,100.0,100.0,40.31746031746032,85.07936507936508,100.0,100.0,40.31746031746032,85.07936507936508
Boston Consulting Group UK LLP,bcg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston University,bu-carbx-admin,90.0,48.33333333333333,19.488536155202823,61.95546737213404,100.0,48.33333333333333,19.488536155202823,66.95546737213404
Both ENDS,bothends,100.0,91.66666666666666,37.03703703703703,82.17592592592591,100.0,91.66666666666666,37.03703703703703,82.17592592592591
Bournemouth University Higher Education Corporation,bournemouth_university,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAC,brac_admin2,100.0,0.0,33.333333333333336,58.333333333333336,100.0,0.0,33.333333333333336,58.333333333333336
