Publisher Name,Publisher Registry Id,Publisher Type,Timeliness,Forward looking,Comprehensiveness,Score
ACV-CSC International,iiwe,National NGO,25.0,66.66666666666667,84.72222222222223,58.796296296296305
Adam Smith International,asi,Private Sector,25.0,68.0,71.58711730306158,54.86237243435386
Adaptation Fund,af,Multilateral,0.0,0.0,62.42424242424242,20.808080808080806
ADD International (Action on Disability and Development),addinternational,International NGO,37.5,0.0,63.437627187627186,33.64587572920906
Adili Solar Hubs Limited,adili_sh,Private Sector,25.0,0.0,64.93055555555556,29.97685185185185
Administração de Infra-Estruturas de Águas e Saneamento,aias,Government,62.5,33.333333333333336,77.08333333333333,57.63888888888889
ADRA Denmark,adra-dk,National NGO,62.5,0.0,60.66721132897603,41.05573710965868
ADRA-UK,adrauk,International NGO,0.0,0.0,71.80555555555556,23.935185185185187
ADS-Nyanza,ads-nyanza,Other Public Sector,0.0,0.0,0.0,0.0
Advance Consulting,ac1999,Private Sector,37.5,33.333333333333336,80.43981481481481,50.42438271604939
Adventist Development and Relief Agency (ADRA Somalia),adrasom,International NGO,0.0,0.0,0.0,0.0
"Adventist Development and Relief Agency, Nepal",adra_nepal,International NGO,0.0,0.0,0.0,0.0
AECOM,aecom,Private Sector,0.0,0.0,61.25315656565657,20.417718855218855
Aeras,aeras,International NGO,0.0,0.0,66.52777777777777,22.175925925925924
AFEW International,afewinternational,International NGO,0.0,0.0,0.0,0.0
Afghanaid,afghanaid,International NGO,12.5,0.0,54.72222222222222,22.40740740740741
Afghanistan and Central Asian Association,acaa,International NGO,0.0,0.0,0.0,0.0
Afghanistan Public Policy Research Organization (APPRO),appro-af,"Academic, Training and Research",0.0,0.0,0.0,0.0
Africa Climate Ventures,acv,Private Sector,12.5,0.0,0.0,4.166666666666667
Africa Educational Trust,aet,International NGO,0.0,0.0,53.68055555555556,17.89351851851852
Africalia,africalia,Other Public Sector,25.0,56.666666666666664,86.80555555555556,56.15740740740741
African Academy of Sciences,aas,International NGO,0.0,0.0,54.583333333333336,18.194444444444446
African Center for Economic Transformation (ACET),acet,Regional NGO,0.0,0.0,66.69355592966704,22.231185309889014
African Centre for Global Health and Social Transformation,achest,International NGO,0.0,0.0,0.0,0.0
African Centre for Trade and Development,actade,National NGO,0.0,0.0,0.0,0.0
African Development Bank,afdb,Multilateral,100.0,68.33333333333333,97.36340067054093,88.5655780012914
African Disability Forum (ADF),et-adf-0317,Regional NGO,0.0,33.333333333333336,81.34920634920634,38.22751322751322
African Initiatives,ai_1064413,International NGO,0.0,0.0,0.0,0.0
African Institute For Development Policy,afidep,International NGO,0.0,0.0,0.0,0.0
African Parks Network,african_parks,International NGO,0.0,0.0,63.59126984126984,21.197089947089946
African Population and Health Research Center,aphrc,International NGO,0.0,0.0,74.30555555555556,24.76851851851852
African Revival,africanrevival,International NGO,0.0,0.0,71.52777777777777,23.84259259259259
African Security Sector Network,assn,National NGO,0.0,0.0,77.77777777777777,25.925925925925924
African Tax Administration Forum,ataf,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
African Women's Development and Communication Network,femnet,Regional NGO,12.5,15.0,81.72453703703704,36.40817901234568
African Women's Development Fund,awdf,Regional NGO,25.0,8.333333333333334,73.63888888888889,35.65740740740741
Afrikagrupperna Sweden,afrikagrupperna,International NGO,0.0,0.0,0.0,0.0
AfriKids,afrikids,International NGO,0.0,0.0,79.86111111111111,26.62037037037037
Aga Khan Foundation (United Kingdom),akfuk73,International NGO,0.0,0.0,59.65277777777778,19.88425925925926
Aga Khan Foundation Afghanistan,akf_afghanistan,Foundation,0.0,0.0,54.02777777777778,18.00925925925926
AgDevCo,agdevco,Private Sector,0.0,0.0,63.9937106918239,21.331236897274632
Agence Française de Développement,afd,Other Public Sector,100.0,86.0,89.80753797475163,91.93584599158389
Agence Nationale d'Approvisionnement en Eau Potable en Milieu Rural du Benin,anaepmr_benin,Government,0.0,0.0,0.0,0.0
Agency for Cooperation and Research in Development (ACORD),acord,International NGO,0.0,0.0,70.13888888888889,23.37962962962963
AgResults Initiative,agresults,Multilateral,0.0,0.0,55.416666666666664,18.47222222222222
Agroicone,agroicone,Private Sector,0.0,0.0,0.0,0.0
Agsol Limited,agsollimited,Private Sector,37.5,0.0,62.222222222222214,33.24074074074074
Agulhas Applied Knowledge,aak,Private Sector,0.0,0.0,0.0,0.0
Agência de Desenvolvimento do Vale do Zambeze,agencia_do_zambeze,Government,0.0,0.0,74.86111111111111,24.953703703703706
AICS - Agenzia Italiana per la Cooperazione allo Sviluppo / Italian Agency for Cooperation and Development,aics,Government,100.0,10.0,80.39717874155875,63.46572624718625
AidData,aiddata,"Academic, Training and Research",0.0,0.0,64.46784500084688,21.48928166694896
AIDS and Rights Alliance for Southern Africa,arasaregional,Regional NGO,0.0,8.333333333333334,64.82638888888889,24.386574074074073
Aidsfonds - Soa Aids Nederland,nl-kvk-41207989,International NGO,62.5,0.0,80.03306878306879,47.511022927689595
AIDSPAN,aidspan,International NGO,0.0,0.0,56.388888888888886,18.796296296296294
Air Charter Service Group Ltd,acs_group,Private Sector,0.0,0.0,0.0,0.0
Ajuda de Desenvolvimento de Povo para Povo (ADPP),adpp,National NGO,0.0,0.0,56.80555555555556,18.935185185185187
Akili Dada,ad,National NGO,0.0,0.0,73.30246913580247,24.43415637860082
Akina Mama wa Afrika,amwa,International NGO,12.5,30.0,90.92261904761905,44.47420634920635
Aktis Strategy Ltd,aktis,Private Sector,0.0,0.0,64.31712962962963,21.439043209876544
Akvo Foundation,akvo,International NGO,0.0,0.0,0.0,0.0
Al Majmoua,al_majmoua,National NGO,0.0,0.0,66.94444444444444,22.314814814814813
Alcis Holdings Limited,alcis,Private Sector,0.0,0.0,0.0,0.0
Alfalit,alfalit,National NGO,0.0,0.0,22.77777777777778,7.592592592592593
Alinea International Ltd.,alineainternational_2020,Private Sector,50.0,16.666666666666668,74.58333333333333,47.083333333333336
All We Can (formerly Methodist Relief and Development Fund),allwecan,International NGO,0.0,0.0,0.0,0.0
Allergy and Asthma Institute Pakistan,aaip,"Academic, Training and Research",0.0,0.0,56.80555555555556,18.935185185185187
Alliance for a Green Revolution for Africa,agra,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
"Alliance for Global Water Adaptation, Inc",agwa,International NGO,0.0,0.0,0.0,0.0
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,International NGO,0.0,0.0,65.27777777777777,21.759259259259256
Altai Consulting,altai,Private Sector,0.0,0.0,59.02777777777778,19.675925925925927
American Friends Service Committee,afsc,"Academic, Training and Research",0.0,0.0,0.0,0.0
Amnesty International The Netherlands,amnesty,International NGO,12.5,33.333333333333336,68.27777777777777,38.03703703703704
Amnesty International UK Section Charitable Trust,aiuk,International NGO,0.0,0.0,61.80555555555556,20.60185185185185
AmplifyChange,amplifychange,International NGO,50.0,0.0,72.78231531226305,40.92743843742102
Amref Flying Doctors,amrefnl,National NGO,12.5,0.0,78.78242353852109,30.427474512840362
Amref Health Africa - UK,amrefha,International NGO,25.0,0.0,72.1875,32.395833333333336
Amref Health Africa Headquarters,amrefhq,International NGO,12.5,0.0,77.08333333333333,29.86111111111111
Amref Health Africa in Ethiopia,amrefeth,International NGO,25.0,0.0,77.08333333333333,34.02777777777778
Amref Health Africa in Kenya,amrefkenya,International NGO,12.5,0.0,82.98611111111111,31.828703703703706
Amref health Africa in Senegal,awa_sn,International NGO,0.0,0.0,70.83333333333333,23.61111111111111
Amref Health Africa in Tanzania,amreftz,International NGO,0.0,0.0,69.72222222222223,23.240740740740744
Amref Health Africa in Uganda,amrefug,National NGO,25.0,0.0,76.38888888888889,33.7962962962963
Amref Health Africa Malawi,amrefmw,National NGO,0.0,0.0,0.0,0.0
Ananda Marga Universal Relief Team (AMURT) Africa,amurt_kenya,National NGO,0.0,0.0,0.0,0.0
ANDA,anda,National NGO,0.0,0.0,22.77777777777778,7.592592592592593
Anti-Slavery International,asil,International NGO,0.0,0.0,59.583333333333336,19.86111111111111
Apollo Agriculture,apolloagriculture,Private Sector,0.0,0.0,61.80555555555556,20.60185185185185
APOPO,apopo,International NGO,12.5,66.66666666666667,86.38888888888889,55.18518518518518
APPRO-Europe,appro-eu,"Academic, Training and Research",0.0,0.0,0.0,0.0
APT Action on Poverty,apt,International NGO,0.0,0.0,0.0,0.0
Aqua for All,aqua4all,Foundation,25.0,0.0,86.20370370370371,37.067901234567906
Arab foundation for freedoms and equality,afemena,Regional NGO,0.0,0.0,0.0,0.0
Arab Reporters for Investigative Journalism,arij,"Academic, Training and Research",0.0,0.0,0.0,0.0
Arab Women Organization of Jordan,awo2022,National NGO,0.0,33.333333333333336,80.55555555555556,37.96296296296296
ARK (Absolute Return for Kids),ark,International NGO,0.0,0.0,67.36111111111111,22.453703703703706
ARK Group DMCC,arkgroupdmcc1,Private Sector,0.0,0.0,56.80555555555556,18.935185185185187
ARQ International,arq_intl,Foundation,0.0,0.0,0.0,0.0
Article19,art19,International NGO,0.0,0.0,0.0,0.0
Ashoka East Africa,ashoka,International NGO,0.0,0.0,0.0,0.0
Asia Justice and Rights,ajar,Regional NGO,0.0,0.0,0.0,0.0
Asian Coalition for Housing Rights,achr,Regional NGO,0.0,0.0,51.25,17.083333333333332
Asian Development Bank,asdb,Multilateral,100.0,65.66666666666667,77.74878494073002,81.13848386913223
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,Public Private Partnership,0.0,33.333333333333336,77.08333333333333,36.80555555555555
Asociación Profamilia,profamilia,Private Sector,25.0,0.0,0.0,8.333333333333334
Assistance Mission for Africa,ama-south-sudan,National NGO,0.0,33.333333333333336,86.11111111111111,39.81481481481482
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,National NGO,0.0,0.0,0.0,0.0
Association CHS Alliance,chs_alliance,International NGO,50.0,0.0,66.73611111111111,38.91203703703704
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,Other Public Sector,0.0,0.0,0.0,0.0
Association de Soutien au Développement des Activités de Population,asdap,National NGO,0.0,0.0,0.0,0.0
Association des Jeunes Burundais pour le Développement Inclusif (AJEBUDI-YAGA),ajebudi_2024,National NGO,0.0,0.0,0.0,0.0
Association for Cultural Technical and Educational Cooperation (ACTEC),actec,National NGO,25.0,66.66666666666667,86.24338624338624,59.30335097001764
"Association for Prevention of Septic Abortion, Bangladesh (BAPSA)",bapsa,National NGO,0.0,0.0,0.0,0.0
Association for Progressive Communication,apc,International NGO,12.5,1.3333333333333333,72.81332671957672,28.882220017636683
Association for Reproductive and Family Health,arfh,National NGO,0.0,0.0,0.0,0.0
Association for Women's Rights in Development (AWID),awid,International NGO,12.5,33.333333333333336,78.42592592592591,41.419753086419746
Association of Commonwealth Universities,acu,"Academic, Training and Research",0.0,0.0,0.0,0.0
Association pour la Promotion de l'Education et de la Formation à l'Etranger,apefe,Other Public Sector,0.0,0.0,0.0,0.0
Atos IT Services Ltd,atosuk,Private Sector,0.0,0.0,65.64814814814815,21.88271604938272
Atradius Dutch State Business,adsb,Private Sector,25.0,0.0,67.63618190904548,30.878727303015157
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,"Academic, Training and Research",0.0,0.0,78.87731481481481,26.292438271604937
Australia - Department of  Foreign Affairs and Trade,ausgov,Government,12.5,0.0,82.20728961299193,31.569096537663977
Auto-Développement Afrique (ADA),ada,National NGO,0.0,0.0,0.0,0.0
Autre Terre asbl,a-t,"Academic, Training and Research",25.0,66.66666666666667,85.31746031746032,58.99470899470899
AUXFIN Burundi,auxfinbi,Private Sector,12.5,0.0,0.0,4.166666666666667
AUXFIN International B.V.,auxfinintl,Private Sector,25.0,100.0,86.11111111111111,70.37037037037037
Avanti Communications Plc,ava_admin,Private Sector,0.0,0.0,74.30555555555556,24.76851851851852
Avocats Sans Frontières,asf,National NGO,25.0,66.66666666666667,87.5,59.72222222222223
AVSI FOUNDATION IN UGANDA,avsi_uganda,International NGO,50.0,0.0,0.0,16.666666666666668
AVSI South Sudan,avsi-ssd,International NGO,0.0,0.0,88.19444444444444,29.39814814814815
AVT-L Association of Victims of Terrorism Lebanon,avt-l,National NGO,0.0,0.0,54.02777777777778,18.00925925925926
Awake Travel,awaketravel,Private Sector,0.0,0.0,63.05555555555556,21.01851851851852
AWEPA,awepa,International NGO,0.0,0.0,0.0,0.0
Babawatoto Centre For Children and Youth,bawacecy-tz,National NGO,0.0,0.0,74.30555555555556,24.76851851851852
Backward Society Education (BASE),base_22,National NGO,0.0,0.0,53.19444444444444,17.73148148148148
Balloon Ventures Foundation,bvf,International NGO,0.0,0.0,82.63888888888889,27.546296296296294
Bangladesh Business and Disability Network,bbdn,National NGO,0.0,0.0,71.52777777777777,23.84259259259259
Bangladesh Nari Progati Sangha,bnps,National NGO,0.0,0.0,0.0,0.0
Bangladesh Primary Care Respiratory Society,bpcrs,"Academic, Training and Research",0.0,0.0,0.0,0.0
Bangladesh Youth Leadership Center,bylc,National NGO,0.0,0.0,49.44444444444444,16.48148148148148
Bani Abdurrahman Wahid Foundation (YBAW),ybawahid,Foundation,0.0,0.0,0.0,0.0
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,boadiita,Multilateral,12.5,100.0,70.69444444444444,61.06481481481482
Basel Institute on Governance,basel_institute,Foundation,0.0,0.0,54.30555555555556,18.10185185185185
BasicNeeds,basicneeds,International NGO,0.0,0.0,62.47222222222222,20.824074074074073
Basil Energetics Private Limited,bepl,Private Sector,0.0,0.0,60.27777777777778,20.09259259259259
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,National NGO,0.0,0.0,0.0,0.0
BBC Media Action,bbcmediaaction,International NGO,62.5,38.666666666666664,67.11033950617283,56.092335390946495
Bboxx,bboxx,Private Sector,0.0,0.0,57.5,19.166666666666668
BDO LLP,bdo,Private Sector,37.5,0.0,70.83333333333333,36.11111111111111
Bees Abroad UK,bauk,International NGO,0.0,0.0,0.0,0.0
Bees for Development Trust,beesfordevelopment,International NGO,0.0,0.0,0.0,0.0
Behavioural Insights Team,bit,Private Sector,0.0,0.0,65.27777777777777,21.759259259259256
Belgian development agency (Enabel),enabel,Government,62.5,0.0,68.64710823134149,43.7157027437805
Belgian Development Cooperation,be-dgd,Government,100.0,79.33333333333333,87.04518274510369,88.79283869281232
Berytech Foundation,berytech,Foundation,12.5,0.0,66.18055555555556,26.22685185185185
Beweging voor Internationale Solidariteit - Mouvement pour la Solidarité Internationale,bismsi,National NGO,25.0,66.66666666666667,83.33333333333333,58.333333333333336
BFA Global Kenya Ltd,bfa_global,Private Sector,0.0,0.0,59.02777777777778,19.675925925925927
Bibliothèques Sans Frontières,bsf1,International NGO,12.5,100.0,77.08333333333333,63.194444444444436
Bioclimate Research and Development,bioclimate,International NGO,0.0,0.0,65.60185185185185,21.86728395061728
Blue Veins,bveins,National NGO,0.0,0.0,0.0,0.0
Blue Ventures Conservation,blueventures,International NGO,0.0,0.0,0.0,0.0
Bond,bond,National NGO,50.0,33.333333333333336,74.16666666666667,52.5
BOS+ tropen,bos_plus_tropen,National NGO,25.0,66.66666666666667,85.07936507936508,58.91534391534392
Boston Consulting Group UK LLP,bcg,Private Sector,0.0,0.0,0.0,0.0
Boston University,bu-carbx-admin,"Academic, Training and Research",50.0,0.0,61.95546737213404,37.31848912404468
Both ENDS,bothends,National NGO,12.5,0.0,82.17592592592591,31.558641975308635
Bournemouth University Higher Education Corporation,bournemouth_university,"Academic, Training and Research",0.0,0.0,0.0,0.0
BRAC,brac_admin2,International NGO,0.0,0.0,58.333333333333336,19.444444444444446
BRAC UK,bracuk,International NGO,0.0,0.0,67.75462962962963,22.584876543209877
BRAC University,bu,"Academic, Training and Research",25.0,0.0,51.18055555555554,25.393518518518515
Brigham and Women's Hospital,bwh,"Academic, Training and Research",0.0,0.0,0.0,0.0
Brink Innovation,brink_innovation,Private Sector,12.5,0.0,68.05555555555556,26.85185185185185
British & Irish Agencies Afghanistan Group,baag,International NGO,0.0,0.0,0.0,0.0
British Asian Trust,b_a_t,International NGO,50.0,0.0,72.56944444444444,40.85648148148148
British Council,britishcouncil,Other Public Sector,87.5,86.0,76.97106712731713,83.49035570910571
British International Investment plc,bii,Other Public Sector,25.0,0.0,72.84577122026718,32.61525707342239
British Red Cross,gb-chc-220949,International NGO,50.0,0.6666666666666666,66.07941927280224,38.91536197982297
Broederlijk Delen,bd,National NGO,25.0,66.66666666666667,85.62289562289563,59.096520763187435
Brujula Comunicaciones Estrategicas SAS,brujula,Private Sector,0.0,0.0,0.0,0.0
Brulocalis,brulocalis,Other Public Sector,25.0,66.66666666666667,84.72222222222223,58.796296296296305
BSR,bsr_admin,International NGO,0.0,0.0,73.95833333333333,24.652777777777775
Bucks Community NGO,bucksfarm,National NGO,0.0,0.0,0.0,0.0
Buddhist Compassion Relief Tzu Chi Foundation,tzuchiuk,National NGO,0.0,0.0,0.0,0.0
Build Africa,buildafrica,International NGO,0.0,0.0,0.0,0.0
Burns Violence Survivors - Nepal,bvs-nepal,National NGO,0.0,0.0,0.0,0.0
Burundi Leadership Training Programme,bltp,National NGO,0.0,0.0,0.0,0.0
Business in the Community,bitc,International NGO,0.0,0.0,63.05555555555556,21.01851851851852
Business Watch Indonesia,bwi,National NGO,0.0,33.333333333333336,83.33333333333333,38.888888888888886
C40 Cities Climate Leadership Group,c40cities,"Academic, Training and Research",0.0,0.0,68.05555555555556,22.685185185185187
CABI,cabi,Multilateral,12.5,0.0,75.92592592592592,29.475308641975307
CAF Banco de Desarrollo de América Latina y el Caribe,caf,Multilateral,25.0,0.0,67.84846710809647,30.94948903603216
Cambridge Institute for Sustainability Leadership,cisl,"Academic, Training and Research",0.0,0.0,65.27777777777777,21.759259259259256
Camfed International,camfed,International NGO,0.0,0.0,64.58333333333333,21.527777777777775
Canada - Global Affairs Canada | Affaires mondiales Canada,gac-amc,Government,100.0,58.333333333333336,92.17312850423538,83.50215394585625
Canada - International Development Research Centre/Centre de recherches pour le développement international,idrccrdi,Other Public Sector,62.5,0.0,82.839639977944,48.44654665931466
Canada Department of Finance / Ministère des Finances Canada,finance_canada,Government,0.0,0.0,0.0,0.0
CANADEM,canadem,International NGO,62.5,0.0,66.5491452991453,43.01638176638176
Canon Collins Trust,canoncollinstrust,International NGO,0.0,0.0,76.38888888888889,25.462962962962962
CAPABUILD,capabui,International NGO,0.0,0.0,70.57291666666667,23.524305555555557
Carbon Trust (Beijing) Consulting Limited,ctbeijing,Private Sector,0.0,0.0,0.0,0.0
Carbon Trust Advisory Ltd,carbontrustadvisory,Private Sector,37.5,100.0,80.55555555555556,72.68518518518518
Cardno Emerging Markets,cardnoem,Private Sector,0.0,0.0,0.0,0.0
CARE Bangladesh,carebd,International NGO,37.5,0.0,71.52777777777777,36.34259259259259
CARE BENIN/TOGO,carebenintogo,International NGO,12.5,0.0,79.86111111111111,30.787037037037038
CARE Danmark Fonden for Frivillig Ulandsbistand,12921047,National NGO,100.0,0.0,62.673611111111114,54.22453703703704
CARE International Afghanistan,ciafg,International NGO,0.0,0.0,0.0,0.0
CARE international foundation Switzerland in Sudan,cis,International NGO,0.0,0.0,0.0,0.0
CARE International in Zimbabwe,ciz,International NGO,0.0,0.0,0.0,0.0
CARE International UK,ciuk,International NGO,87.5,2.0,69.6279491010891,53.04264970036303
CARE Nederland,carenederland,International NGO,87.5,0.0,71.40973706077872,52.96991235359291
CARE Nepal,cnepal,International NGO,0.0,0.0,0.0,0.0
CARE SOMALIA,csom1,National NGO,87.5,0.0,74.30555555555556,53.93518518518518
Carers Worldwide,cww,International NGO,0.0,0.0,0.0,0.0
Caribbean Development Bank (CDB),caribank,Multilateral,0.0,0.0,64.12037037037037,21.373456790123456
Caritas Denmark,caritas_denmark,National NGO,25.0,0.0,0.0,8.333333333333334
Caritas Finland,caritasfin,National NGO,0.0,0.0,0.0,0.0
Caritas International (Belgium),cibe,National NGO,25.0,66.66666666666667,84.72222222222223,58.796296296296305
Caritas Serbia,caritas_serbia,National NGO,0.0,0.0,0.0,0.0
CARPO - Center for Applied Research in Partnership with the Orient,carpo,International NGO,0.0,0.0,0.0,0.0
Catholic Agency For Overseas Development (CAFOD),cafod,International NGO,25.0,0.0,77.063956912131,34.02131897071033
Catholic Relief Services,crs,International NGO,62.5,66.66666666666667,84.9537037037037,71.37345679012346
CDA Collaborative Learning Projects,cda,International NGO,0.0,0.0,53.47222222222222,17.824074074074073
CDAC Network,cdacnetwork,International NGO,0.0,0.0,69.54861111111111,23.18287037037037
CDP Worldwide,cdp,International NGO,75.0,0.0,58.425925925925924,44.47530864197531
Cecily's Fund,cecily,International NGO,0.0,0.0,68.05555555555556,22.685185185185187
Center for Church-Based Development,cku,International NGO,75.0,66.66666666666667,68.05555555555556,69.9074074074074
Center for Civilians in Conflict,civic_admin,International NGO,25.0,50.0,79.86111111111111,51.620370370370374
Center for Development and Integration,cdi_vn_2021,National NGO,0.0,0.0,86.11111111111111,28.703703703703706
Center for International Legal Cooperation (CILC),cilc,Foundation,0.0,0.0,0.0,0.0
Center for Participation and Development,cpd_2021,National NGO,12.5,0.0,56.342592592592595,22.94753086419753
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,National NGO,0.0,0.0,68.61111111111111,22.87037037037037
"Center for Research, Evaluation Resources and Development (CRERD)",crerd_ng,National NGO,0.0,0.0,74.30555555555556,24.76851851851852
Center for the Study of Islam and Society (PPIM),ppim,"Academic, Training and Research",0.0,0.0,0.0,0.0
Centre des Etudes Méditerranéennes et Internationales,cemi,National NGO,0.0,0.0,0.0,0.0
Centre Diocésain de Communication de Ouahigouya,cdc_ohg,National NGO,0.0,0.0,0.0,0.0
Centre For Citizens With Disabilities,ccdnigeria,National NGO,0.0,0.0,0.0,0.0
Centre for Economic Policy Research,cepr,National NGO,75.0,100.0,77.43055555555556,84.14351851851852
Centre for Economic Strategy Ukraine,ces-ua,National NGO,0.0,0.0,0.0,0.0
Centre for Environment Human Rights and Development,cehrd1,International NGO,0.0,0.0,0.0,0.0
Centre for Humanitarian Dialogue (HD Centre),hdcentre,Foundation,12.5,0.0,0.0,4.166666666666667
Centre for Indian Knowledge Systems,ciks,"Academic, Training and Research",0.0,0.0,72.63888888888889,24.212962962962962
Centre for Information Resilience,cir,International NGO,12.5,6.666666666666667,62.361111111111114,27.175925925925927
"Centre for Injury Prevention and Research, Bangladesh (CIPRB)",ciprb,National NGO,0.0,0.0,57.5,19.166666666666668
Centre for Journalism Innovation and Development,cjid_ng,National NGO,0.0,33.333333333333336,79.86111111111111,37.73148148148149
Centre for Policy Dialogue,cpd,National NGO,0.0,0.0,0.0,0.0
Centre for Rights Education and Awareness,creawkenya,National NGO,0.0,0.0,70.83333333333333,23.61111111111111
Centre for the Study of Adolescence,csa-kenya,"Academic, Training and Research",0.0,0.0,0.0,0.0
Centre International de Développement et de Recherche,cidr,International NGO,0.0,0.0,0.0,0.0
Centre National de Coopération au Développement (CNCD-11.11.11),cncd,National NGO,25.0,66.66666666666667,84.44444444444444,58.7037037037037
Centre Tricontinental - CETRI,ct-admin,National NGO,25.0,66.66666666666667,84.02777777777777,58.56481481481482
Centro Brasileiro de Análise e Planejamento - Cebrap,_cebrap,"Academic, Training and Research",12.5,66.66666666666667,71.52777777777777,50.23148148148149
Centro de Aprendizagem e Capacitação da Sociedade Civil,cesc,National NGO,0.0,33.333333333333336,79.16666666666667,37.5
Centro de Inteligência Territorial,cit_brazil,"Academic, Training and Research",0.0,0.0,0.0,0.0
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,Regional NGO,0.0,0.0,0.0,0.0
Cesvi,cesvi,International NGO,0.0,0.0,52.77777777777778,17.59259259259259
CGIAR,cgiar,"Academic, Training and Research",100.0,0.3333333333333333,74.8265817278251,58.38663835371947
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,National NGO,0.0,0.0,0.0,0.0
Chance for Childhood,chanceforchildhood,International NGO,0.0,0.0,70.03968253968254,23.34656084656085
Charity Projects Ltd (Comic Relief),cprojects,Foundation,37.5,33.333333333333336,68.04106280193237,46.29146537842191
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,National NGO,25.0,53.333333333333336,85.74074074074073,54.69135802469136
CHEKA SANA TANZANIA,cst,National NGO,0.0,0.0,0.0,0.0
Chemonics Group UK Ltd,chemonics_uk,Private Sector,37.5,0.0,72.42063492063492,36.64021164021164
Chemonics International Inc.,chemonics,Private Sector,37.5,0.0,73.61111111111111,37.03703703703704
